Data Source,Region,Basin,Catchment,Site Code,Site Name,Latitude,Longitude,Datum,Sample Reference,Sampling Year,Date Time,Collection Method,Sampling Depth (m),Laboratory,Analysis Method,Analyte Group,Analyte,Operator,Value,Unit,Quality Code,Comment,Project Name,Project Description
Third Party,Mackay Whitsunday,Plane,Plane Creek,126003A,Carmila Creek at Carmila,-21.915681,149.398562,GDA2020,9023060,2005-2006,09/03/2006 20:15,Manual,,TropWATER Water Quality Laboratory,See Metadata in Project description,"Cations, Anions, Alkalinity & Hardness",Nitrate as N,+,0.6197,Milligrams/Litre,910,,Mackay Whitsundays Healthy Waterways 2005-2008,Licence CC BY. Event and baseflow water quality from sites across the Mackay Whitsunday region from 2005 to 2008. Data includes sediment - nutrients - pesticides. Metadata: https://storymaps.arcgis.com/stories/a2b9582ba4b54247b46bc5075806f1c4
Third Party,Mackay Whitsunday,Plane,Plane Creek,126003A,Carmila Creek at Carmila,-21.915681,149.398562,GDA2020,9023060,2005-2006,09/03/2006 20:15,Manual,,TropWATER Water Quality Laboratory,See Metadata in Project description,"Cations, Anions, Alkalinity & Hardness",Nitrite as N,+,0.0047,Milligrams/Litre,910,,Mackay Whitsundays Healthy Waterways 2005-2008,Licence CC BY. Event and baseflow water quality from sites across the Mackay Whitsunday region from 2005 to 2008. Data includes sediment - nutrients - pesticides. Metadata: https://storymaps.arcgis.com/stories/a2b9582ba4b54247b46bc5075806f1c4
Third Party,Mackay Whitsunday,Plane,Plane Creek,126003A,Carmila Creek at Carmila,-21.915681,149.398562,GDA2020,9023066,2005-2006,11/03/2006 12:10,Manual,,TropWATER Water Quality Laboratory,See Metadata in Project description,"Cations, Anions, Alkalinity & Hardness",Nitrate as N,+,0.869,Milligrams/Litre,910,,Mackay Whitsundays Healthy Waterways 2005-2008,Licence CC BY. Event and baseflow water quality from sites across the Mackay Whitsunday region from 2005 to 2008. Data includes sediment - nutrients - pesticides. Metadata: https://storymaps.arcgis.com/stories/a2b9582ba4b54247b46bc5075806f1c4
Third Party,Mackay Whitsunday,Plane,Plane Creek,126003A,Carmila Creek at Carmila,-21.915681,149.398562,GDA2020,9023066,2005-2006,11/03/2006 12:10,Manual,,TropWATER Water Quality Laboratory,See Metadata in Project description,"Cations, Anions, Alkalinity & Hardness",Nitrite as N,+,0.009,Milligrams/Litre,910,,Mackay Whitsundays Healthy Waterways 2005-2008,Licence CC BY. Event and baseflow water quality from sites across the Mackay Whitsunday region from 2005 to 2008. Data includes sediment - nutrients - pesticides. Metadata: https://storymaps.arcgis.com/stories/a2b9582ba4b54247b46bc5075806f1c4
Third Party,Mackay Whitsunday,Plane,Plane Creek,126003A,Carmila Creek at Carmila,-21.915681,149.398562,GDA2020,9023086,2006-2007,18/07/2006 12:30,Manual,,TropWATER Water Quality Laboratory,See Metadata in Project description,"Cations, Anions, Alkalinity & Hardness",Nitrate as N,+,0.002,Milligrams/Litre,910,,Mackay Whitsundays Healthy Waterways 2005-2008,Licence CC BY. Event and baseflow water quality from sites across the Mackay Whitsunday region from 2005 to 2008. Data includes sediment - nutrients - pesticides. Metadata: https://storymaps.arcgis.com/stories/a2b9582ba4b54247b46bc5075806f1c4
Third Party,Mackay Whitsunday,Plane,Plane Creek,126003A,Carmila Creek at Carmila,-21.915681,149.398562,GDA2020,9023086,2006-2007,18/07/2006 12:30,Manual,,TropWATER Water Quality Laboratory,See Metadata in Project description,"Cations, Anions, Alkalinity & Hardness",Nitrite as N,<,0.001,Milligrams/Litre,910,,Mackay Whitsundays Healthy Waterways 2005-2008,Licence CC BY. Event and baseflow water quality from sites across the Mackay Whitsunday region from 2005 to 2008. Data includes sediment - nutrients - pesticides. Metadata: https://storymaps.arcgis.com/stories/a2b9582ba4b54247b46bc5075806f1c4
Third Party,Mackay Whitsunday,Plane,Plane Creek,126003A,Carmila Creek at Carmila,-21.915681,149.398562,GDA2020,9023103,2006-2007,14/08/2006 11:30,Manual,,TropWATER Water Quality Laboratory,See Metadata in Project description,"Cations, Anions, Alkalinity & Hardness",Nitrate as N,+,0.001,Milligrams/Litre,910,,Mackay Whitsundays Healthy Waterways 2005-2008,Licence CC BY. Event and baseflow water quality from sites across the Mackay Whitsunday region from 2005 to 2008. Data includes sediment - nutrients - pesticides. Metadata: https://storymaps.arcgis.com/stories/a2b9582ba4b54247b46bc5075806f1c4
Third Party,Mackay Whitsunday,Plane,Plane Creek,126003A,Carmila Creek at Carmila,-21.915681,149.398562,GDA2020,9023103,2006-2007,14/08/2006 11:30,Manual,,TropWATER Water Quality Laboratory,See Metadata in Project description,"Cations, Anions, Alkalinity & Hardness",Nitrite as N,<,0.001,Milligrams/Litre,910,,Mackay Whitsundays Healthy Waterways 2005-2008,Licence CC BY. Event and baseflow water quality from sites across the Mackay Whitsunday region from 2005 to 2008. Data includes sediment - nutrients - pesticides. Metadata: https://storymaps.arcgis.com/stories/a2b9582ba4b54247b46bc5075806f1c4
Third Party,Mackay Whitsunday,Plane,Plane Creek,126003A,Carmila Creek at Carmila,-21.915681,149.398562,GDA2020,9023116,2006-2007,12/09/2006 12:45,Manual,,TropWATER Water Quality Laboratory,See Metadata in Project description,"Cations, Anions, Alkalinity & Hardness",Nitrate as N,+,0.001,Milligrams/Litre,910,,Mackay Whitsundays Healthy Waterways 2005-2008,Licence CC BY. Event and baseflow water quality from sites across the Mackay Whitsunday region from 2005 to 2008. Data includes sediment - nutrients - pesticides. Metadata: https://storymaps.arcgis.com/stories/a2b9582ba4b54247b46bc5075806f1c4
Third Party,Mackay Whitsunday,Plane,Plane Creek,126003A,Carmila Creek at Carmila,-21.915681,149.398562,GDA2020,9023116,2006-2007,12/09/2006 12:45,Manual,,TropWATER Water Quality Laboratory,See Metadata in Project description,"Cations, Anions, Alkalinity & Hardness",Nitrite as N,+,0.001,Milligrams/Litre,910,,Mackay Whitsundays Healthy Waterways 2005-2008,Licence CC BY. Event and baseflow water quality from sites across the Mackay Whitsunday region from 2005 to 2008. Data includes sediment - nutrients - pesticides. Metadata: https://storymaps.arcgis.com/stories/a2b9582ba4b54247b46bc5075806f1c4
Third Party,Mackay Whitsunday,Plane,Plane Creek,126003A,Carmila Creek at Carmila,-21.915681,149.398562,GDA2020,9023133,2006-2007,17/10/2006 12:30,Manual,,TropWATER Water Quality Laboratory,See Metadata in Project description,"Cations, Anions, Alkalinity & Hardness",Nitrate as N,+,0.004,Milligrams/Litre,910,,Mackay Whitsundays Healthy Waterways 2005-2008,Licence CC BY. Event and baseflow water quality from sites across the Mackay Whitsunday region from 2005 to 2008. Data includes sediment - nutrients - pesticides. Metadata: https://storymaps.arcgis.com/stories/a2b9582ba4b54247b46bc5075806f1c4
Third Party,Mackay Whitsunday,Plane,Plane Creek,126003A,Carmila Creek at Carmila,-21.915681,149.398562,GDA2020,9023133,2006-2007,17/10/2006 12:30,Manual,,TropWATER Water Quality Laboratory,See Metadata in Project description,"Cations, Anions, Alkalinity & Hardness",Nitrite as N,<,0.001,Milligrams/Litre,910,,Mackay Whitsundays Healthy Waterways 2005-2008,Licence CC BY. Event and baseflow water quality from sites across the Mackay Whitsunday region from 2005 to 2008. Data includes sediment - nutrients - pesticides. Metadata: https://storymaps.arcgis.com/stories/a2b9582ba4b54247b46bc5075806f1c4
Third Party,Mackay Whitsunday,Plane,Plane Creek,126003A,Carmila Creek at Carmila,-21.915681,149.398562,GDA2020,9023143,2006-2007,13/11/2006 11:00,Manual,,TropWATER Water Quality Laboratory,See Metadata in Project description,"Cations, Anions, Alkalinity & Hardness",Nitrate as N,+,0.001,Milligrams/Litre,910,,Mackay Whitsundays Healthy Waterways 2005-2008,Licence CC BY. Event and baseflow water quality from sites across the Mackay Whitsunday region from 2005 to 2008. Data includes sediment - nutrients - pesticides. Metadata: https://storymaps.arcgis.com/stories/a2b9582ba4b54247b46bc5075806f1c4
Third Party,Mackay Whitsunday,Plane,Plane Creek,126003A,Carmila Creek at Carmila,-21.915681,149.398562,GDA2020,9023143,2006-2007,13/11/2006 11:00,Manual,,TropWATER Water Quality Laboratory,See Metadata in Project description,"Cations, Anions, Alkalinity & Hardness",Nitrite as N,+,0.001,Milligrams/Litre,910,,Mackay Whitsundays Healthy Waterways 2005-2008,Licence CC BY. Event and baseflow water quality from sites across the Mackay Whitsunday region from 2005 to 2008. Data includes sediment - nutrients - pesticides. Metadata: https://storymaps.arcgis.com/stories/a2b9582ba4b54247b46bc5075806f1c4
Third Party,Mackay Whitsunday,Plane,Plane Creek,126003A,Carmila Creek at Carmila,-21.915681,149.398562,GDA2020,9023164,2006-2007,13/12/2006 10:00,Manual,,TropWATER Water Quality Laboratory,See Metadata in Project description,"Cations, Anions, Alkalinity & Hardness",Nitrate as N,+,0.002,Milligrams/Litre,910,,Mackay Whitsundays Healthy Waterways 2005-2008,Licence CC BY. Event and baseflow water quality from sites across the Mackay Whitsunday region from 2005 to 2008. Data includes sediment - nutrients - pesticides. Metadata: https://storymaps.arcgis.com/stories/a2b9582ba4b54247b46bc5075806f1c4
Third Party,Mackay Whitsunday,Plane,Plane Creek,126003A,Carmila Creek at Carmila,-21.915681,149.398562,GDA2020,9023164,2006-2007,13/12/2006 10:00,Manual,,TropWATER Water Quality Laboratory,See Metadata in Project description,"Cations, Anions, Alkalinity & Hardness",Nitrite as N,+,0.001,Milligrams/Litre,910,,Mackay Whitsundays Healthy Waterways 2005-2008,Licence CC BY. Event and baseflow water quality from sites across the Mackay Whitsunday region from 2005 to 2008. Data includes sediment - nutrients - pesticides. Metadata: https://storymaps.arcgis.com/stories/a2b9582ba4b54247b46bc5075806f1c4
Third Party,Mackay Whitsunday,Plane,Plane Creek,126003A,Carmila Creek at Carmila,-21.915681,149.398562,GDA2020,9023177,2006-2007,15/01/2007 12:00,Manual,,TropWATER Water Quality Laboratory,See Metadata in Project description,"Cations, Anions, Alkalinity & Hardness",Nitrate as N,+,0.005,Milligrams/Litre,910,,Mackay Whitsundays Healthy Waterways 2005-2008,Licence CC BY. Event and baseflow water quality from sites across the Mackay Whitsunday region from 2005 to 2008. Data includes sediment - nutrients - pesticides. Metadata: https://storymaps.arcgis.com/stories/a2b9582ba4b54247b46bc5075806f1c4
Third Party,Mackay Whitsunday,Plane,Plane Creek,126003A,Carmila Creek at Carmila,-21.915681,149.398562,GDA2020,9023177,2006-2007,15/01/2007 12:00,Manual,,TropWATER Water Quality Laboratory,See Metadata in Project description,"Cations, Anions, Alkalinity & Hardness",Nitrite as N,<,0.001,Milligrams/Litre,910,,Mackay Whitsundays Healthy Waterways 2005-2008,Licence CC BY. Event and baseflow water quality from sites across the Mackay Whitsunday region from 2005 to 2008. Data includes sediment - nutrients - pesticides. Metadata: https://storymaps.arcgis.com/stories/a2b9582ba4b54247b46bc5075806f1c4
Third Party,Mackay Whitsunday,Plane,Plane Creek,126003A,Carmila Creek at Carmila,-21.915681,149.398562,GDA2020,9023193,2006-2007,23/01/2007 8:05,Manual,,TropWATER Water Quality Laboratory,See Metadata in Project description,"Cations, Anions, Alkalinity & Hardness",Nitrate as N,+,0.4787,Milligrams/Litre,910,,Mackay Whitsundays Healthy Waterways 2005-2008,Licence CC BY. Event and baseflow water quality from sites across the Mackay Whitsunday region from 2005 to 2008. Data includes sediment - nutrients - pesticides. Metadata: https://storymaps.arcgis.com/stories/a2b9582ba4b54247b46bc5075806f1c4
Third Party,Mackay Whitsunday,Plane,Plane Creek,126003A,Carmila Creek at Carmila,-21.915681,149.398562,GDA2020,9023193,2006-2007,23/01/2007 8:05,Manual,,TropWATER Water Quality Laboratory,See Metadata in Project description,"Cations, Anions, Alkalinity & Hardness",Nitrite as N,+,0.0031,Milligrams/Litre,910,,Mackay Whitsundays Healthy Waterways 2005-2008,Licence CC BY. Event and baseflow water quality from sites across the Mackay Whitsunday region from 2005 to 2008. Data includes sediment - nutrients - pesticides. Metadata: https://storymaps.arcgis.com/stories/a2b9582ba4b54247b46bc5075806f1c4
Third Party,Mackay Whitsunday,Plane,Plane Creek,126003A,Carmila Creek at Carmila,-21.915681,149.398562,GDA2020,9023196,2006-2007,23/01/2007 10:10,Manual,,TropWATER Water Quality Laboratory,See Metadata in Project description,"Cations, Anions, Alkalinity & Hardness",Nitrate as N,+,0.2988,Milligrams/Litre,910,,Mackay Whitsundays Healthy Waterways 2005-2008,Licence CC BY. Event and baseflow water quality from sites across the Mackay Whitsunday region from 2005 to 2008. Data includes sediment - nutrients - pesticides. Metadata: https://storymaps.arcgis.com/stories/a2b9582ba4b54247b46bc5075806f1c4
Third Party,Mackay Whitsunday,Plane,Plane Creek,126003A,Carmila Creek at Carmila,-21.915681,149.398562,GDA2020,9023196,2006-2007,23/01/2007 10:10,Manual,,TropWATER Water Quality Laboratory,See Metadata in Project description,"Cations, Anions, Alkalinity & Hardness",Nitrite as N,+,0.0029,Milligrams/Litre,910,,Mackay Whitsundays Healthy Waterways 2005-2008,Licence CC BY. Event and baseflow water quality from sites across the Mackay Whitsunday region from 2005 to 2008. Data includes sediment - nutrients - pesticides. Metadata: https://storymaps.arcgis.com/stories/a2b9582ba4b54247b46bc5075806f1c4
Third Party,Mackay Whitsunday,Plane,Plane Creek,126003A,Carmila Creek at Carmila,-21.915681,149.398562,GDA2020,9023202,2006-2007,23/01/2007 14:50,Manual,,TropWATER Water Quality Laboratory,See Metadata in Project description,"Cations, Anions, Alkalinity & Hardness",Nitrate as N,+,0.4969,Milligrams/Litre,910,,Mackay Whitsundays Healthy Waterways 2005-2008,Licence CC BY. Event and baseflow water quality from sites across the Mackay Whitsunday region from 2005 to 2008. Data includes sediment - nutrients - pesticides. Metadata: https://storymaps.arcgis.com/stories/a2b9582ba4b54247b46bc5075806f1c4
Third Party,Mackay Whitsunday,Plane,Plane Creek,126003A,Carmila Creek at Carmila,-21.915681,149.398562,GDA2020,9023202,2006-2007,23/01/2007 14:50,Manual,,TropWATER Water Quality Laboratory,See Metadata in Project description,"Cations, Anions, Alkalinity & Hardness",Nitrite as N,+,0.0035,Milligrams/Litre,910,,Mackay Whitsundays Healthy Waterways 2005-2008,Licence CC BY. Event and baseflow water quality from sites across the Mackay Whitsunday region from 2005 to 2008. Data includes sediment - nutrients - pesticides. Metadata: https://storymaps.arcgis.com/stories/a2b9582ba4b54247b46bc5075806f1c4
Third Party,Mackay Whitsunday,Plane,Plane Creek,126003A,Carmila Creek at Carmila,-21.915681,149.398562,GDA2020,9023223,2006-2007,24/01/2007 9:00,Manual,,TropWATER Water Quality Laboratory,See Metadata in Project description,"Cations, Anions, Alkalinity & Hardness",Nitrate as N,+,0.4047,Milligrams/Litre,910,,Mackay Whitsundays Healthy Waterways 2005-2008,Licence CC BY. Event and baseflow water quality from sites across the Mackay Whitsunday region from 2005 to 2008. Data includes sediment - nutrients - pesticides. Metadata: https://storymaps.arcgis.com/stories/a2b9582ba4b54247b46bc5075806f1c4
Third Party,Mackay Whitsunday,Plane,Plane Creek,126003A,Carmila Creek at Carmila,-21.915681,149.398562,GDA2020,9023223,2006-2007,24/01/2007 9:00,Manual,,TropWATER Water Quality Laboratory,See Metadata in Project description,"Cations, Anions, Alkalinity & Hardness",Nitrite as N,+,0.0028,Milligrams/Litre,910,,Mackay Whitsundays Healthy Waterways 2005-2008,Licence CC BY. Event and baseflow water quality from sites across the Mackay Whitsunday region from 2005 to 2008. Data includes sediment - nutrients - pesticides. Metadata: https://storymaps.arcgis.com/stories/a2b9582ba4b54247b46bc5075806f1c4
Third Party,Mackay Whitsunday,Plane,Plane Creek,126003A,Carmila Creek at Carmila,-21.915681,149.398562,GDA2020,9023260,2006-2007,02/02/2007 6:40,Manual,,TropWATER Water Quality Laboratory,See Metadata in Project description,"Cations, Anions, Alkalinity & Hardness",Nitrate as N,+,0.2143,Milligrams/Litre,910,,Mackay Whitsundays Healthy Waterways 2005-2008,Licence CC BY. Event and baseflow water quality from sites across the Mackay Whitsunday region from 2005 to 2008. Data includes sediment - nutrients - pesticides. Metadata: https://storymaps.arcgis.com/stories/a2b9582ba4b54247b46bc5075806f1c4
Third Party,Mackay Whitsunday,Plane,Plane Creek,126003A,Carmila Creek at Carmila,-21.915681,149.398562,GDA2020,9023260,2006-2007,02/02/2007 6:40,Manual,,TropWATER Water Quality Laboratory,See Metadata in Project description,"Cations, Anions, Alkalinity & Hardness",Nitrite as N,+,0.0017,Milligrams/Litre,910,,Mackay Whitsundays Healthy Waterways 2005-2008,Licence CC BY. Event and baseflow water quality from sites across the Mackay Whitsunday region from 2005 to 2008. Data includes sediment - nutrients - pesticides. Metadata: https://storymaps.arcgis.com/stories/a2b9582ba4b54247b46bc5075806f1c4
Third Party,Mackay Whitsunday,Plane,Plane Creek,126003A,Carmila Creek at Carmila,-21.915681,149.398562,GDA2020,9023276,2006-2007,13/02/2007 9:45,Manual,,TropWATER Water Quality Laboratory,See Metadata in Project description,"Cations, Anions, Alkalinity & Hardness",Nitrate as N,+,0.669,Milligrams/Litre,910,,Mackay Whitsundays Healthy Waterways 2005-2008,Licence CC BY. Event and baseflow water quality from sites across the Mackay Whitsunday region from 2005 to 2008. Data includes sediment - nutrients - pesticides. Metadata: https://storymaps.arcgis.com/stories/a2b9582ba4b54247b46bc5075806f1c4
Third Party,Mackay Whitsunday,Plane,Plane Creek,126003A,Carmila Creek at Carmila,-21.915681,149.398562,GDA2020,9023276,2006-2007,13/02/2007 9:45,Manual,,TropWATER Water Quality Laboratory,See Metadata in Project description,"Cations, Anions, Alkalinity & Hardness",Nitrite as N,+,0.01,Milligrams/Litre,910,,Mackay Whitsundays Healthy Waterways 2005-2008,Licence CC BY. Event and baseflow water quality from sites across the Mackay Whitsunday region from 2005 to 2008. Data includes sediment - nutrients - pesticides. Metadata: https://storymaps.arcgis.com/stories/a2b9582ba4b54247b46bc5075806f1c4
Third Party,Mackay Whitsunday,Plane,Plane Creek,126003A,Carmila Creek at Carmila,-21.915681,149.398562,GDA2020,9023296,2006-2007,13/03/2007 11:45,Manual,,TropWATER Water Quality Laboratory,See Metadata in Project description,"Cations, Anions, Alkalinity & Hardness",Nitrate as N,+,0.189,Milligrams/Litre,910,,Mackay Whitsundays Healthy Waterways 2005-2008,Licence CC BY. Event and baseflow water quality from sites across the Mackay Whitsunday region from 2005 to 2008. Data includes sediment - nutrients - pesticides. Metadata: https://storymaps.arcgis.com/stories/a2b9582ba4b54247b46bc5075806f1c4
Third Party,Mackay Whitsunday,Plane,Plane Creek,126003A,Carmila Creek at Carmila,-21.915681,149.398562,GDA2020,9023296,2006-2007,13/03/2007 11:45,Manual,,TropWATER Water Quality Laboratory,See Metadata in Project description,"Cations, Anions, Alkalinity & Hardness",Nitrite as N,+,0.008,Milligrams/Litre,910,,Mackay Whitsundays Healthy Waterways 2005-2008,Licence CC BY. Event and baseflow water quality from sites across the Mackay Whitsunday region from 2005 to 2008. Data includes sediment - nutrients - pesticides. Metadata: https://storymaps.arcgis.com/stories/a2b9582ba4b54247b46bc5075806f1c4
Third Party,Mackay Whitsunday,Plane,Plane Creek,126003A,Carmila Creek at Carmila,-21.915681,149.398562,GDA2020,9023316,2006-2007,18/04/2007 12:40,Manual,,TropWATER Water Quality Laboratory,See Metadata in Project description,"Cations, Anions, Alkalinity & Hardness",Nitrate as N,+,0.024,Milligrams/Litre,910,,Mackay Whitsundays Healthy Waterways 2005-2008,Licence CC BY. Event and baseflow water quality from sites across the Mackay Whitsunday region from 2005 to 2008. Data includes sediment - nutrients - pesticides. Metadata: https://storymaps.arcgis.com/stories/a2b9582ba4b54247b46bc5075806f1c4
Third Party,Mackay Whitsunday,Plane,Plane Creek,126003A,Carmila Creek at Carmila,-21.915681,149.398562,GDA2020,9023316,2006-2007,18/04/2007 12:40,Manual,,TropWATER Water Quality Laboratory,See Metadata in Project description,"Cations, Anions, Alkalinity & Hardness",Nitrite as N,+,0.002,Milligrams/Litre,910,,Mackay Whitsundays Healthy Waterways 2005-2008,Licence CC BY. Event and baseflow water quality from sites across the Mackay Whitsunday region from 2005 to 2008. Data includes sediment - nutrients - pesticides. Metadata: https://storymaps.arcgis.com/stories/a2b9582ba4b54247b46bc5075806f1c4
Third Party,Mackay Whitsunday,Plane,Plane Creek,126003A,Carmila Creek at Carmila,-21.915681,149.398562,GDA2020,9023324,2006-2007,14/05/2007 12:30,Manual,,TropWATER Water Quality Laboratory,See Metadata in Project description,"Cations, Anions, Alkalinity & Hardness",Nitrate as N,+,0.002,Milligrams/Litre,910,,Mackay Whitsundays Healthy Waterways 2005-2008,Licence CC BY. Event and baseflow water quality from sites across the Mackay Whitsunday region from 2005 to 2008. Data includes sediment - nutrients - pesticides. Metadata: https://storymaps.arcgis.com/stories/a2b9582ba4b54247b46bc5075806f1c4
Third Party,Mackay Whitsunday,Plane,Plane Creek,126003A,Carmila Creek at Carmila,-21.915681,149.398562,GDA2020,9023324,2006-2007,14/05/2007 12:30,Manual,,TropWATER Water Quality Laboratory,See Metadata in Project description,"Cations, Anions, Alkalinity & Hardness",Nitrite as N,<,0.001,Milligrams/Litre,910,,Mackay Whitsundays Healthy Waterways 2005-2008,Licence CC BY. Event and baseflow water quality from sites across the Mackay Whitsunday region from 2005 to 2008. Data includes sediment - nutrients - pesticides. Metadata: https://storymaps.arcgis.com/stories/a2b9582ba4b54247b46bc5075806f1c4
Third Party,Mackay Whitsunday,Plane,Plane Creek,126003A,Carmila Creek at Carmila,-21.915681,149.398562,GDA2020,9023339,2006-2007,13/06/2007 12:15,Manual,,TropWATER Water Quality Laboratory,See Metadata in Project description,"Cations, Anions, Alkalinity & Hardness",Nitrate as N,+,0.114,Milligrams/Litre,910,,Mackay Whitsundays Healthy Waterways 2005-2008,Licence CC BY. Event and baseflow water quality from sites across the Mackay Whitsunday region from 2005 to 2008. Data includes sediment - nutrients - pesticides. Metadata: https://storymaps.arcgis.com/stories/a2b9582ba4b54247b46bc5075806f1c4
Third Party,Mackay Whitsunday,Plane,Plane Creek,126003A,Carmila Creek at Carmila,-21.915681,149.398562,GDA2020,9023339,2006-2007,13/06/2007 12:15,Manual,,TropWATER Water Quality Laboratory,See Metadata in Project description,"Cations, Anions, Alkalinity & Hardness",Nitrite as N,+,0.002,Milligrams/Litre,910,,Mackay Whitsundays Healthy Waterways 2005-2008,Licence CC BY. Event and baseflow water quality from sites across the Mackay Whitsunday region from 2005 to 2008. Data includes sediment - nutrients - pesticides. Metadata: https://storymaps.arcgis.com/stories/a2b9582ba4b54247b46bc5075806f1c4
Third Party,Mackay Whitsunday,Plane,Plane Creek,126003A,Carmila Creek at Carmila,-21.915681,149.398562,GDA2020,9023348,2007-2008,17/07/2007 12:00,Manual,,TropWATER Water Quality Laboratory,See Metadata in Project description,"Cations, Anions, Alkalinity & Hardness",Nitrate as N,+,0.123,Milligrams/Litre,910,,Mackay Whitsundays Healthy Waterways 2005-2008,Licence CC BY. Event and baseflow water quality from sites across the Mackay Whitsunday region from 2005 to 2008. Data includes sediment - nutrients - pesticides. Metadata: https://storymaps.arcgis.com/stories/a2b9582ba4b54247b46bc5075806f1c4
Third Party,Mackay Whitsunday,Plane,Plane Creek,126003A,Carmila Creek at Carmila,-21.915681,149.398562,GDA2020,9023348,2007-2008,17/07/2007 12:00,Manual,,TropWATER Water Quality Laboratory,See Metadata in Project description,"Cations, Anions, Alkalinity & Hardness",Nitrite as N,+,0.002,Milligrams/Litre,910,,Mackay Whitsundays Healthy Waterways 2005-2008,Licence CC BY. Event and baseflow water quality from sites across the Mackay Whitsunday region from 2005 to 2008. Data includes sediment - nutrients - pesticides. Metadata: https://storymaps.arcgis.com/stories/a2b9582ba4b54247b46bc5075806f1c4
Third Party,Mackay Whitsunday,Plane,Plane Creek,126003A,Carmila Creek at Carmila,-21.915681,149.398562,GDA2020,9023368,2007-2008,16/08/2007 10:50,Manual,,TropWATER Water Quality Laboratory,See Metadata in Project description,"Cations, Anions, Alkalinity & Hardness",Nitrate as N,+,0.001,Milligrams/Litre,910,,Mackay Whitsundays Healthy Waterways 2005-2008,Licence CC BY. Event and baseflow water quality from sites across the Mackay Whitsunday region from 2005 to 2008. Data includes sediment - nutrients - pesticides. Metadata: https://storymaps.arcgis.com/stories/a2b9582ba4b54247b46bc5075806f1c4
Third Party,Mackay Whitsunday,Plane,Plane Creek,126003A,Carmila Creek at Carmila,-21.915681,149.398562,GDA2020,9023368,2007-2008,16/08/2007 10:50,Manual,,TropWATER Water Quality Laboratory,See Metadata in Project description,"Cations, Anions, Alkalinity & Hardness",Nitrite as N,+,0.004,Milligrams/Litre,910,,Mackay Whitsundays Healthy Waterways 2005-2008,Licence CC BY. Event and baseflow water quality from sites across the Mackay Whitsunday region from 2005 to 2008. Data includes sediment - nutrients - pesticides. Metadata: https://storymaps.arcgis.com/stories/a2b9582ba4b54247b46bc5075806f1c4
Third Party,Mackay Whitsunday,Plane,Plane Creek,126003A,Carmila Creek at Carmila,-21.915681,149.398562,GDA2020,9023383,2007-2008,17/09/2007 11:15,Manual,,TropWATER Water Quality Laboratory,See Metadata in Project description,"Cations, Anions, Alkalinity & Hardness",Nitrate as N,+,0.007,Milligrams/Litre,910,,Mackay Whitsundays Healthy Waterways 2005-2008,Licence CC BY. Event and baseflow water quality from sites across the Mackay Whitsunday region from 2005 to 2008. Data includes sediment - nutrients - pesticides. Metadata: https://storymaps.arcgis.com/stories/a2b9582ba4b54247b46bc5075806f1c4
Third Party,Mackay Whitsunday,Plane,Plane Creek,126003A,Carmila Creek at Carmila,-21.915681,149.398562,GDA2020,9023383,2007-2008,17/09/2007 11:15,Manual,,TropWATER Water Quality Laboratory,See Metadata in Project description,"Cations, Anions, Alkalinity & Hardness",Nitrite as N,+,0.002,Milligrams/Litre,910,,Mackay Whitsundays Healthy Waterways 2005-2008,Licence CC BY. Event and baseflow water quality from sites across the Mackay Whitsunday region from 2005 to 2008. Data includes sediment - nutrients - pesticides. Metadata: https://storymaps.arcgis.com/stories/a2b9582ba4b54247b46bc5075806f1c4
Third Party,Mackay Whitsunday,Plane,Plane Creek,126003A,Carmila Creek at Carmila,-21.915681,149.398562,GDA2020,9023391,2007-2008,15/10/2007 11:30,Manual,,TropWATER Water Quality Laboratory,See Metadata in Project description,"Cations, Anions, Alkalinity & Hardness",Nitrate as N,+,0.026,Milligrams/Litre,910,,Mackay Whitsundays Healthy Waterways 2005-2008,Licence CC BY. Event and baseflow water quality from sites across the Mackay Whitsunday region from 2005 to 2008. Data includes sediment - nutrients - pesticides. Metadata: https://storymaps.arcgis.com/stories/a2b9582ba4b54247b46bc5075806f1c4
Third Party,Mackay Whitsunday,Plane,Plane Creek,126003A,Carmila Creek at Carmila,-21.915681,149.398562,GDA2020,9023391,2007-2008,15/10/2007 11:30,Manual,,TropWATER Water Quality Laboratory,See Metadata in Project description,"Cations, Anions, Alkalinity & Hardness",Nitrite as N,<,0.001,Milligrams/Litre,910,,Mackay Whitsundays Healthy Waterways 2005-2008,Licence CC BY. Event and baseflow water quality from sites across the Mackay Whitsunday region from 2005 to 2008. Data includes sediment - nutrients - pesticides. Metadata: https://storymaps.arcgis.com/stories/a2b9582ba4b54247b46bc5075806f1c4
Third Party,Mackay Whitsunday,Plane,Plane Creek,126003A,Carmila Creek at Carmila,-21.915681,149.398562,GDA2020,9023407,2007-2008,12/11/2007 11:55,Manual,,TropWATER Water Quality Laboratory,See Metadata in Project description,"Cations, Anions, Alkalinity & Hardness",Nitrate as N,+,0.027,Milligrams/Litre,910,,Mackay Whitsundays Healthy Waterways 2005-2008,Licence CC BY. Event and baseflow water quality from sites across the Mackay Whitsunday region from 2005 to 2008. Data includes sediment - nutrients - pesticides. Metadata: https://storymaps.arcgis.com/stories/a2b9582ba4b54247b46bc5075806f1c4
